antecedent,consequent,support,confidence,lift
"{'N', 'AA'}","{'AF', 'U'}",0.568,0.871,0.984
"{'N', 'AF'}","{'AA', 'U'}",0.568,0.878,0.996
"{'AF', 'AA', 'N'}",{'U'},0.568,0.968,1.018
"{'N', 'U'}","{'AF', 'AA'}",0.568,0.831,0.98
"{'N', 'AA', 'U'}",{'AF'},0.568,0.919,1.007
"{'N', 'AF', 'U'}",{'AA'},0.568,0.916,1.001
{'AB'},"{'AD', 'AF', 'U'}",0.638,0.982,1.27
{'AD'},"{'AB', 'AF', 'U'}",0.638,0.811,1.263
"{'AB', 'AD'}","{'AF', 'U'}",0.638,0.988,1.116
"{'AB', 'AF'}","{'AD', 'U'}",0.638,0.982,1.265
"{'AD', 'AF'}","{'AB', 'U'}",0.638,0.814,1.268
"{'AB', 'AD', 'AF'}",{'U'},0.638,0.988,1.039
"{'AB', 'U'}","{'AD', 'AF'}",0.638,0.994,1.268
"{'AD', 'U'}","{'AB', 'AF'}",0.638,0.822,1.265
"{'AB', 'AD', 'U'}",{'AF'},0.638,1.0,1.096
"{'AB', 'AF', 'U'}",{'AD'},0.638,0.994,1.263
"{'AD', 'AF', 'U'}",{'AB'},0.638,0.826,1.27
"{'N', 'AD'}","{'AF', 'U'}",0.521,0.975,1.101
"{'N', 'AF'}","{'AD', 'U'}",0.521,0.805,1.037
"{'N', 'AD', 'AF'}",{'U'},0.521,0.98,1.03
"{'N', 'AD', 'U'}",{'AF'},0.521,0.994,1.09
"{'N', 'AF', 'U'}",{'AD'},0.521,0.84,1.068
{'AB'},"{'AD', 'X', 'AA'}",0.61,0.938,1.286
"{'AB', 'AA'}","{'AD', 'X'}",0.61,0.987,1.278
"{'AD', 'AA'}","{'AB', 'X'}",0.61,0.822,1.278
"{'AB', 'AD'}","{'X', 'AA'}",0.61,0.943,1.05
"{'AB', 'AD', 'AA'}",{'X'},0.61,0.992,1.013
"{'AB', 'X'}","{'AD', 'AA'}",0.61,0.948,1.278
"{'AB', 'X', 'AA'}",{'AD'},0.61,0.994,1.264
"{'AD', 'X', 'AA'}",{'AB'},0.61,0.836,1.286
"{'AB', 'AD', 'X'}",{'AA'},0.61,0.954,1.042
{'AB'},"{'AF', 'X', 'AA'}",0.613,0.943,1.134
"{'AB', 'AA'}","{'X', 'AF'}",0.613,0.992,1.112
"{'AB', 'AF'}","{'X', 'AA'}",0.613,0.943,1.049
"{'AB', 'AA', 'AF'}",{'X'},0.613,0.992,1.013
"{'AB', 'X'}","{'AF', 'AA'}",0.613,0.953,1.124
"{'AB', 'X', 'AA'}",{'AF'},0.613,1.0,1.096
"{'AB', 'X', 'AF'}",{'AA'},0.613,0.953,1.041
{'AD'},"{'X', 'AF', 'AA'}",0.726,0.923,1.11
"{'AD', 'AA'}","{'X', 'AF'}",0.726,0.979,1.097
"{'AF', 'AA'}","{'AD', 'X'}",0.726,0.856,1.109
"{'AD', 'AF'}","{'X', 'AA'}",0.726,0.926,1.031
"{'AF', 'AD', 'AA'}",{'X'},0.726,0.983,1.003
"{'X', 'AA'}","{'AD', 'AF'}",0.726,0.808,1.031
"{'AD', 'X'}","{'AF', 'AA'}",0.726,0.941,1.109
"{'AD', 'X', 'AA'}",{'AF'},0.726,0.996,1.092
"{'X', 'AF'}","{'AD', 'AA'}",0.726,0.813,1.097
"{'AF', 'X', 'AA'}",{'AD'},0.726,0.873,1.11
"{'AD', 'X', 'AF'}",{'AA'},0.726,0.944,1.031
"{'N', 'AA'}","{'X', 'AF'}",0.575,0.883,0.989
"{'N', 'AF'}","{'X', 'AA'}",0.575,0.89,0.99
"{'AF', 'AA', 'N'}",{'X'},0.575,0.981,1.001
"{'N', 'X'}","{'AF', 'AA'}",0.575,0.802,0.946
"{'N', 'X', 'AA'}",{'AF'},0.575,0.899,0.985
"{'N', 'X', 'AF'}",{'AA'},0.575,0.91,0.993
{'AB'},"{'AD', 'X', 'AF'}",0.639,0.983,1.278
{'AD'},"{'AB', 'X', 'AF'}",0.639,0.812,1.263
"{'AB', 'AD'}","{'X', 'AF'}",0.639,0.989,1.108
"{'AB', 'AF'}","{'AD', 'X'}",0.639,0.983,1.273
"{'AD', 'AF'}","{'AB', 'X'}",0.639,0.815,1.268
"{'AB', 'AD', 'AF'}",{'X'},0.639,0.989,1.009
"{'AB', 'X'}","{'AD', 'AF'}",0.639,0.994,1.268
"{'AD', 'X'}","{'AB', 'AF'}",0.639,0.828,1.273
"{'AB', 'AD', 'X'}",{'AF'},0.639,1.0,1.096
"{'AB', 'X', 'AF'}",{'AD'},0.639,0.994,1.263
"{'AD', 'X', 'AF'}",{'AB'},0.639,0.831,1.278
"{'N', 'AD'}","{'X', 'AF'}",0.522,0.977,1.094
"{'N', 'AF'}","{'AD', 'X'}",0.522,0.807,1.045
"{'N', 'AD', 'AF'}",{'X'},0.522,0.982,1.002
"{'N', 'AD', 'X'}",{'AF'},0.522,0.994,1.09
"{'N', 'X', 'AF'}",{'AD'},0.522,0.825,1.048
{'AB'},"{'AF', 'AD', 'AA'}",0.614,0.945,1.279
"{'AB', 'AA'}","{'AD', 'AF'}",0.614,0.994,1.268
"{'AD', 'AA'}","{'AB', 'AF'}",0.614,0.828,1.274
"{'AB', 'AD'}","{'AF', 'AA'}",0.614,0.951,1.121
"{'AB', 'AD', 'AA'}",{'AF'},0.614,1.0,1.096
"{'AB', 'AF'}","{'AD', 'AA'}",0.614,0.945,1.274
"{'AB', 'AA', 'AF'}",{'AD'},0.614,0.994,1.264
"{'AF', 'AD', 'AA'}",{'AB'},0.614,0.832,1.279
"{'AB', 'AD', 'AF'}",{'AA'},0.614,0.951,1.038
{'A'},"{'F', 'X', 'U', 'D'}",0.559,0.893,1.033
"{'D', 'A'}","{'F', 'X', 'U'}",0.559,0.921,1.029
"{'F', 'A'}","{'D', 'X', 'U'}",0.559,0.931,1.034
"{'D', 'F', 'A'}","{'X', 'U'}",0.559,0.963,1.033
"{'U', 'A'}","{'F', 'X', 'D'}",0.559,0.923,1.03
"{'D', 'U', 'A'}","{'F', 'X'}",0.559,0.947,1.011
"{'F', 'U', 'A'}","{'D', 'X'}",0.559,0.961,1.023
"{'D', 'F', 'U', 'A'}",{'X'},0.559,0.987,1.007
"{'X', 'A'}","{'D', 'F', 'U'}",0.559,0.912,1.039
"{'D', 'X', 'A'}","{'F', 'U'}",0.559,0.941,1.034
"{'X', 'F', 'A'}","{'D', 'U'}",0.559,0.945,1.028
"{'X', 'D', 'F', 'A'}",{'U'},0.559,0.976,1.027
"{'X', 'U', 'A'}","{'D', 'F'}",0.559,0.942,1.036
"{'D', 'X', 'U', 'A'}",{'F'},0.559,0.966,1.015
"{'X', 'F', 'U', 'A'}",{'D'},0.559,0.974,1.017
{'A'},"{'D', 'F', 'AA', 'U'}",0.532,0.849,1.035
"{'AA', 'A'}","{'D', 'F', 'U'}",0.532,0.92,1.049
"{'D', 'A'}","{'F', 'AA', 'U'}",0.532,0.876,1.038
"{'D', 'AA', 'A'}","{'F', 'U'}",0.532,0.944,1.038
"{'F', 'A'}","{'D', 'AA', 'U'}",0.532,0.885,1.032
"{'F', 'AA', 'A'}","{'D', 'U'}",0.532,0.959,1.043
"{'D', 'F', 'A'}","{'AA', 'U'}",0.532,0.915,1.038
"{'D', 'F', 'AA', 'A'}",{'U'},0.532,0.984,1.034
"{'U', 'A'}","{'D', 'F', 'AA'}",0.532,0.878,1.041
"{'AA', 'U', 'A'}","{'D', 'F'}",0.532,0.942,1.035
"{'D', 'U', 'A'}","{'F', 'AA'}",0.532,0.9,1.03
"{'D', 'AA', 'U', 'A'}",{'F'},0.532,0.961,1.009
"{'F', 'U', 'A'}","{'D', 'AA'}",0.532,0.913,1.032
"{'F', 'AA', 'U', 'A'}",{'D'},0.532,0.979,1.022
"{'D', 'F', 'U', 'A'}",{'AA'},0.532,0.938,1.024
{'A'},"{'D', 'F', 'AF', 'U'}",0.543,0.867,1.045
"{'AF', 'A'}","{'D', 'F', 'U'}",0.543,0.925,1.054
"{'D', 'A'}","{'F', 'AF', 'U'}",0.543,0.894,1.046
"{'D', 'AF', 'A'}","{'F', 'U'}",0.543,0.95,1.044
"{'F', 'A'}","{'D', 'AF', 'U'}",0.543,0.904,1.052
"{'F', 'AF', 'A'}","{'D', 'U'}",0.543,0.957,1.041
"{'D', 'F', 'A'}","{'AF', 'U'}",0.543,0.934,1.055
"{'D', 'F', 'AF', 'A'}",{'U'},0.543,0.984,1.035
"{'U', 'A'}","{'D', 'F', 'AF'}",0.543,0.896,1.054
"{'AF', 'U', 'A'}","{'D', 'F'}",0.543,0.944,1.037
"{'D', 'U', 'A'}","{'F', 'AF'}",0.543,0.919,1.044
"{'D', 'AF', 'U', 'A'}",{'F'},0.543,0.966,1.015
"{'F', 'U', 'A'}","{'D', 'AF'}",0.543,0.932,1.057
"{'F', 'AF', 'U', 'A'}",{'D'},0.543,0.976,1.018
"{'D', 'F', 'U', 'A'}",{'AF'},0.543,0.957,1.05
{'A'},"{'F', 'X', 'AA', 'D'}",0.535,0.853,1.026
"{'AA', 'A'}","{'F', 'X', 'D'}",0.535,0.926,1.033
"{'D', 'A'}","{'F', 'X', 'AA'}",0.535,0.881,1.021
"{'D', 'AA', 'A'}","{'F', 'X'}",0.535,0.949,1.013
"{'F', 'A'}","{'D', 'X', 'AA'}",0.535,0.89,1.025
"{'F', 'AA', 'A'}","{'D', 'X'}",0.535,0.964,1.026
"{'D', 'F', 'A'}","{'X', 'AA'}",0.535,0.92,1.024
"{'D', 'F', 'AA', 'A'}",{'X'},0.535,0.989,1.009
"{'X', 'A'}","{'D', 'F', 'AA'}",0.535,0.871,1.034
"{'X', 'AA', 'A'}","{'D', 'F'}",0.535,0.943,1.036
"{'D', 'X', 'A'}","{'F', 'AA'}",0.535,0.899,1.029
"{'D', 'X', 'AA', 'A'}",{'F'},0.535,0.966,1.015
"{'X', 'F', 'A'}","{'D', 'AA'}",0.535,0.903,1.021
"{'X', 'F', 'AA', 'A'}",{'D'},0.535,0.975,1.018
"{'X', 'D', 'F', 'A'}",{'AA'},0.535,0.933,1.019
{'A'},"{'F', 'X', 'AF', 'D'}",0.544,0.867,1.037
"{'AF', 'A'}","{'F', 'X', 'D'}",0.544,0.926,1.033
"{'D', 'A'}","{'F', 'X', 'AF'}",0.544,0.895,1.034
"{'D', 'AF', 'A'}","{'F', 'X'}",0.544,0.951,1.014
"{'F', 'A'}","{'D', 'X', 'AF'}",0.544,0.905,1.047
"{'F', 'AF', 'A'}","{'D', 'X'}",0.544,0.958,1.02
"{'D', 'F', 'A'}","{'X', 'AF'}",0.544,0.935,1.047
"{'D', 'F', 'AF', 'A'}",{'X'},0.544,0.985,1.005
"{'X', 'A'}","{'D', 'F', 'AF'}",0.544,0.886,1.042
"{'X', 'AF', 'A'}","{'D', 'F'}",0.544,0.946,1.039
"{'D', 'X', 'A'}","{'F', 'AF'}",0.544,0.914,1.038
"{'D', 'X', 'AF', 'A'}",{'F'},0.544,0.971,1.02
"{'X', 'F', 'A'}","{'D', 'AF'}",0.544,0.918,1.041
"{'X', 'F', 'AF', 'A'}",{'D'},0.544,0.974,1.016
"{'X', 'D', 'F', 'A'}",{'AF'},0.544,0.949,1.04
{'A'},"{'D', 'F', 'AF', 'AA'}",0.52,0.83,1.042
"{'AA', 'A'}","{'D', 'F', 'AF'}",0.52,0.9,1.058
"{'AF', 'A'}","{'D', 'F', 'AA'}",0.52,0.886,1.051
"{'AF', 'AA', 'A'}","{'D', 'F'}",0.52,0.946,1.04
"{'D', 'A'}","{'F', 'AF', 'AA'}",0.52,0.856,1.045
"{'D', 'AA', 'A'}","{'F', 'AF'}",0.52,0.923,1.048
"{'D', 'AF', 'A'}","{'F', 'AA'}",0.52,0.909,1.041
"{'AF', 'D', 'AA', 'A'}",{'F'},0.52,0.966,1.015
"{'F', 'A'}","{'D', 'AF', 'AA'}",0.52,0.866,1.049
"{'F', 'AA', 'A'}","{'D', 'AF'}",0.52,0.937,1.063
"{'F', 'AF', 'A'}","{'D', 'AA'}",0.52,0.917,1.037
"{'AF', 'F', 'AA', 'A'}",{'D'},0.52,0.979,1.022
"{'D', 'F', 'A'}","{'AF', 'AA'}",0.52,0.895,1.055
"{'D', 'F', 'AA', 'A'}",{'AF'},0.52,0.962,1.054
"{'D', 'F', 'AF', 'A'}",{'AA'},0.52,0.942,1.029
{'A'},"{'D', 'X', 'AA', 'U'}",0.544,0.868,1.032
"{'AA', 'A'}","{'D', 'X', 'U'}",0.544,0.942,1.045
"{'D', 'A'}","{'X', 'AA', 'U'}",0.544,0.896,1.036
"{'D', 'AA', 'A'}","{'X', 'U'}",0.544,0.966,1.036
"{'U', 'A'}","{'D', 'X', 'AA'}",0.544,0.898,1.034
"{'AA', 'U', 'A'}","{'D', 'X'}",0.544,0.964,1.026
"{'D', 'U', 'A'}","{'X', 'AA'}",0.544,0.921,1.025
"{'D', 'AA', 'U', 'A'}",{'X'},0.544,0.983,1.003
"{'X', 'A'}","{'D', 'AA', 'U'}",0.544,0.887,1.034
"{'X', 'AA', 'A'}","{'D', 'U'}",0.544,0.96,1.044
"{'D', 'X', 'A'}","{'AA', 'U'}",0.544,0.915,1.038
"{'D', 'X', 'AA', 'A'}",{'U'},0.544,0.983,1.033
"{'X', 'U', 'A'}","{'D', 'AA'}",0.544,0.917,1.036
"{'X', 'AA', 'U', 'A'}",{'D'},0.544,0.981,1.024
"{'D', 'X', 'U', 'A'}",{'AA'},0.544,0.94,1.026
{'A'},"{'D', 'X', 'AF', 'U'}",0.551,0.879,1.044
"{'AF', 'A'}","{'D', 'X', 'U'}",0.551,0.938,1.041
"{'D', 'A'}","{'X', 'AF', 'U'}",0.551,0.907,1.047
"{'D', 'AF', 'A'}","{'X', 'U'}",0.551,0.963,1.034
"{'U', 'A'}","{'D', 'X', 'AF'}",0.551,0.909,1.052
"{'AF', 'U', 'A'}","{'D', 'X'}",0.551,0.957,1.019
"{'D', 'U', 'A'}","{'X', 'AF'}",0.551,0.932,1.044
"{'D', 'AF', 'U', 'A'}",{'X'},0.551,0.98,1.0
"{'X', 'A'}","{'D', 'AF', 'U'}",0.551,0.897,1.044
"{'X', 'AF', 'A'}","{'D', 'U'}",0.551,0.958,1.042
"{'D', 'X', 'A'}","{'AF', 'U'}",0.551,0.926,1.046
"{'D', 'X', 'AF', 'A'}",{'U'},0.551,0.983,1.034
"{'X', 'U', 'A'}","{'D', 'AF'}",0.551,0.928,1.051
"{'X', 'AF', 'U', 'A'}",{'D'},0.551,0.977,1.02
"{'D', 'X', 'U', 'A'}",{'AF'},0.551,0.951,1.043
{'A'},"{'D', 'AF', 'AA', 'U'}",0.532,0.849,1.049
"{'AA', 'A'}","{'D', 'AF', 'U'}",0.532,0.92,1.071
"{'AF', 'A'}","{'D', 'AA', 'U'}",0.532,0.906,1.056
"{'AF', 'AA', 'A'}","{'D', 'U'}",0.532,0.968,1.053
"{'D', 'A'}","{'AF', 'AA', 'U'}",0.532,0.876,1.056
"{'D', 'AA', 'A'}","{'AF', 'U'}",0.532,0.944,1.066
"{'D', 'AF', 'A'}","{'AA', 'U'}",0.532,0.93,1.055
"{'AF', 'D', 'AA', 'A'}",{'U'},0.532,0.988,1.039
"{'U', 'A'}","{'D', 'AF', 'AA'}",0.532,0.878,1.064
"{'AA', 'U', 'A'}","{'D', 'AF'}",0.532,0.942,1.067
"{'AF', 'U', 'A'}","{'D', 'AA'}",0.532,0.924,1.045
"{'AF', 'AA', 'U', 'A'}",{'D'},0.532,0.982,1.024
"{'D', 'U', 'A'}","{'AF', 'AA'}",0.532,0.9,1.062
"{'D', 'AA', 'U', 'A'}",{'AF'},0.532,0.961,1.053
"{'D', 'AF', 'U', 'A'}",{'AA'},0.532,0.947,1.034
{'A'},"{'D', 'X', 'AF', 'AA'}",0.529,0.844,1.043
"{'AA', 'A'}","{'D', 'X', 'AF'}",0.529,0.915,1.06
"{'AF', 'A'}","{'D', 'X', 'AA'}",0.529,0.901,1.038
"{'AF', 'AA', 'A'}","{'D', 'X'}",0.529,0.962,1.025
"{'D', 'A'}","{'X', 'AF', 'AA'}",0.529,0.871,1.047
"{'D', 'AA', 'A'}","{'X', 'AF'}",0.529,0.938,1.051
"{'D', 'AF', 'A'}","{'X', 'AA'}",0.529,0.925,1.029
"{'AF', 'D', 'AA', 'A'}",{'X'},0.529,0.982,1.003
"{'X', 'A'}","{'D', 'AF', 'AA'}",0.529,0.862,1.044
"{'X', 'AA', 'A'}","{'D', 'AF'}",0.529,0.933,1.057
"{'X', 'AF', 'A'}","{'D', 'AA'}",0.529,0.92,1.04
"{'AF', 'X', 'AA', 'A'}",{'D'},0.529,0.98,1.023
"{'D', 'X', 'A'}","{'AF', 'AA'}",0.529,0.889,1.048
"{'D', 'X', 'AA', 'A'}",{'AF'},0.529,0.955,1.047
"{'D', 'X', 'AF', 'A'}",{'AA'},0.529,0.944,1.031
{'A'},"{'F', 'X', 'AA', 'U'}",0.537,0.857,1.029
"{'AA', 'A'}","{'F', 'X', 'U'}",0.537,0.93,1.039
"{'F', 'A'}","{'X', 'AA', 'U'}",0.537,0.894,1.034
"{'F', 'AA', 'A'}","{'X', 'U'}",0.537,0.968,1.039
"{'U', 'A'}","{'F', 'X', 'AA'}",0.537,0.886,1.028
"{'AA', 'U', 'A'}","{'F', 'X'}",0.537,0.951,1.015
"{'F', 'U', 'A'}","{'X', 'AA'}",0.537,0.922,1.026
"{'F', 'AA', 'U', 'A'}",{'X'},0.537,0.989,1.009
"{'X', 'A'}","{'F', 'AA', 'U'}",0.537,0.875,1.037
"{'X', 'AA', 'A'}","{'F', 'U'}",0.537,0.947,1.041
"{'X', 'F', 'A'}","{'AA', 'U'}",0.537,0.907,1.029
"{'X', 'F', 'AA', 'A'}",{'U'},0.537,0.98,1.03
"{'X', 'U', 'A'}","{'F', 'AA'}",0.537,0.905,1.035
"{'X', 'AA', 'U', 'A'}",{'F'},0.537,0.968,1.017
"{'X', 'F', 'U', 'A'}",{'AA'},0.537,0.935,1.021
{'A'},"{'F', 'X', 'AF', 'U'}",0.548,0.875,1.04
"{'AF', 'A'}","{'F', 'X', 'U'}",0.548,0.934,1.043
"{'F', 'A'}","{'X', 'AF', 'U'}",0.548,0.913,1.054
"{'F', 'AF', 'A'}","{'X', 'U'}",0.548,0.967,1.038
"{'U', 'A'}","{'F', 'X', 'AF'}",0.548,0.905,1.045
"{'AF', 'U', 'A'}","{'F', 'X'}",0.548,0.953,1.017
"{'F', 'U', 'A'}","{'X', 'AF'}",0.548,0.941,1.054
"{'F', 'AF', 'U', 'A'}",{'X'},0.548,0.985,1.005
"{'X', 'A'}","{'F', 'AF', 'U'}",0.548,0.893,1.045
"{'X', 'AF', 'A'}","{'F', 'U'}",0.548,0.954,1.049
"{'X', 'F', 'A'}","{'AF', 'U'}",0.548,0.926,1.047
"{'X', 'F', 'AF', 'A'}",{'U'},0.548,0.982,1.033
"{'X', 'U', 'A'}","{'F', 'AF'}",0.548,0.924,1.049
"{'X', 'AF', 'U', 'A'}",{'F'},0.548,0.973,1.022
"{'X', 'F', 'U', 'A'}",{'AF'},0.548,0.955,1.047
{'A'},"{'F', 'AF', 'AA', 'U'}",0.524,0.836,1.044
"{'AA', 'A'}","{'F', 'AF', 'U'}",0.524,0.907,1.061
"{'AF', 'A'}","{'F', 'AA', 'U'}",0.524,0.893,1.058
"{'AF', 'AA', 'A'}","{'F', 'U'}",0.524,0.954,1.049
"{'F', 'A'}","{'AF', 'AA', 'U'}",0.524,0.873,1.052
"{'F', 'AA', 'A'}","{'AF', 'U'}",0.524,0.945,1.067
"{'F', 'AF', 'A'}","{'AA', 'U'}",0.524,0.924,1.048
"{'AF', 'F', 'AA', 'A'}",{'U'},0.524,0.987,1.037
"{'U', 'A'}","{'F', 'AF', 'AA'}",0.524,0.865,1.056
"{'AA', 'U', 'A'}","{'F', 'AF'}",0.524,0.928,1.054
"{'AF', 'U', 'A'}","{'F', 'AA'}",0.524,0.911,1.042
"{'AF', 'AA', 'U', 'A'}",{'F'},0.524,0.967,1.016
"{'F', 'U', 'A'}","{'AF', 'AA'}",0.524,0.9,1.061
"{'F', 'AA', 'U', 'A'}",{'AF'},0.524,0.965,1.058
"{'F', 'AF', 'U', 'A'}",{'AA'},0.524,0.942,1.028
{'A'},"{'F', 'X', 'AF', 'AA'}",0.525,0.837,1.037
"{'AA', 'A'}","{'F', 'X', 'AF'}",0.525,0.908,1.049
"{'AF', 'A'}","{'F', 'X', 'AA'}",0.525,0.894,1.037
"{'AF', 'AA', 'A'}","{'F', 'X'}",0.525,0.955,1.019
"{'F', 'A'}","{'X', 'AF', 'AA'}",0.525,0.874,1.05
"{'F', 'AA', 'A'}","{'X', 'AF'}",0.525,0.946,1.059
"{'F', 'AF', 'A'}","{'X', 'AA'}",0.525,0.925,1.03
"{'AF', 'F', 'AA', 'A'}",{'X'},0.525,0.988,1.008
"{'X', 'A'}","{'F', 'AF', 'AA'}",0.525,0.855,1.044
"{'X', 'AA', 'A'}","{'F', 'AF'}",0.525,0.925,1.051
"{'X', 'AF', 'A'}","{'F', 'AA'}",0.525,0.913,1.045
"{'AF', 'X', 'AA', 'A'}",{'F'},0.525,0.973,1.022
"{'X', 'F', 'A'}","{'AF', 'AA'}",0.525,0.887,1.045
"{'X', 'F', 'AA', 'A'}",{'AF'},0.525,0.957,1.049
"{'X', 'F', 'AF', 'A'}",{'AA'},0.525,0.94,1.026
{'A'},"{'X', 'AF', 'AA', 'U'}",0.532,0.85,1.045
"{'AA', 'A'}","{'X', 'AF', 'U'}",0.532,0.922,1.064
"{'AF', 'A'}","{'X', 'AA', 'U'}",0.532,0.907,1.048
"{'AF', 'AA', 'A'}","{'X', 'U'}",0.532,0.969,1.04
"{'U', 'A'}","{'X', 'AF', 'AA'}",0.532,0.879,1.056
"{'AA', 'U', 'A'}","{'X', 'AF'}",0.532,0.943,1.056
"{'AF', 'U', 'A'}","{'X', 'AA'}",0.532,0.925,1.03
"{'AF', 'AA', 'U', 'A'}",{'X'},0.532,0.983,1.003
"{'X', 'A'}","{'AF', 'AA', 'U'}",0.532,0.868,1.046
"{'X', 'AA', 'A'}","{'AF', 'U'}",0.532,0.939,1.061
"{'X', 'AF', 'A'}","{'AA', 'U'}",0.532,0.926,1.051
"{'AF', 'X', 'AA', 'A'}",{'U'},0.532,0.987,1.038
"{'X', 'U', 'A'}","{'AF', 'AA'}",0.532,0.897,1.058
"{'X', 'AA', 'U', 'A'}",{'AF'},0.532,0.96,1.052
"{'X', 'AF', 'U', 'A'}",{'AA'},0.532,0.945,1.031
{'R'},"{'F', 'X', 'U', 'D'}",0.557,0.827,0.956
"{'D', 'R'}","{'F', 'X', 'U'}",0.557,0.877,0.979
"{'R', 'F'}","{'D', 'X', 'U'}",0.557,0.875,0.971
"{'D', 'F', 'R'}","{'X', 'U'}",0.557,0.931,0.999
"{'R', 'U'}","{'F', 'X', 'D'}",0.557,0.887,0.989
"{'D', 'R', 'U'}","{'F', 'X'}",0.557,0.928,0.991
"{'R', 'F', 'U'}","{'D', 'X'}",0.557,0.935,0.995
"{'D', 'F', 'R', 'U'}",{'X'},0.557,0.981,1.001
"{'R', 'X'}","{'D', 'F', 'U'}",0.557,0.846,0.964
"{'D', 'X', 'R'}","{'F', 'U'}",0.557,0.898,0.987
"{'R', 'F', 'X'}","{'D', 'U'}",0.557,0.892,0.97
"{'D', 'F', 'R', 'X'}",{'U'},0.557,0.949,0.998
"{'R', 'X', 'U'}","{'D', 'F'}",0.557,0.908,0.998
"{'D', 'X', 'R', 'U'}",{'F'},0.557,0.951,0.999
"{'R', 'F', 'U', 'X'}",{'D'},0.557,0.953,0.994
"{'R', 'AA'}","{'D', 'F', 'U'}",0.51,0.865,0.986
"{'D', 'R'}","{'F', 'AA', 'U'}",0.51,0.803,0.951
"{'D', 'R', 'AA'}","{'F', 'U'}",0.51,0.908,0.998
"{'R', 'F'}","{'D', 'AA', 'U'}",0.51,0.801,0.934
"{'R', 'F', 'AA'}","{'D', 'U'}",0.51,0.913,0.993
"{'D', 'F', 'R'}","{'AA', 'U'}",0.51,0.852,0.967
"{'D', 'R', 'F', 'AA'}",{'U'},0.51,0.96,1.009
"{'R', 'U'}","{'D', 'F', 'AA'}",0.51,0.812,0.963
"{'R', 'AA', 'U'}","{'D', 'F'}",0.51,0.913,1.003
"{'D', 'R', 'U'}","{'F', 'AA'}",0.51,0.85,0.972
"{'D', 'R', 'AA', 'U'}",{'F'},0.51,0.947,0.996
"{'R', 'F', 'U'}","{'D', 'AA'}",0.51,0.856,0.967
"{'R', 'F', 'AA', 'U'}",{'D'},0.51,0.961,1.003
"{'D', 'F', 'R', 'U'}",{'AA'},0.51,0.898,0.981
"{'R', 'AF'}","{'D', 'F', 'U'}",0.524,0.88,1.003
"{'D', 'R'}","{'F', 'AF', 'U'}",0.524,0.824,0.963
"{'D', 'R', 'AF'}","{'F', 'U'}",0.524,0.921,1.013
"{'R', 'F'}","{'D', 'AF', 'U'}",0.524,0.822,0.957
"{'R', 'F', 'AF'}","{'D', 'U'}",0.524,0.917,0.998
"{'D', 'F', 'R'}","{'AF', 'U'}",0.524,0.875,0.989
"{'D', 'R', 'F', 'AF'}",{'U'},0.524,0.962,1.012
"{'R', 'U'}","{'D', 'F', 'AF'}",0.524,0.833,0.98
"{'R', 'AF', 'U'}","{'D', 'F'}",0.524,0.92,1.011
"{'D', 'R', 'U'}","{'F', 'AF'}",0.524,0.872,0.991
"{'D', 'R', 'AF', 'U'}",{'F'},0.524,0.958,1.007
"{'R', 'F', 'U'}","{'D', 'AF'}",0.524,0.878,0.996
"{'R', 'F', 'AF', 'U'}",{'D'},0.524,0.959,1.001
"{'D', 'F', 'R', 'U'}",{'AF'},0.524,0.922,1.011
"{'R', 'AA'}","{'F', 'X', 'D'}",0.522,0.886,0.989
"{'D', 'R'}","{'F', 'X', 'AA'}",0.522,0.822,0.953
"{'D', 'R', 'AA'}","{'F', 'X'}",0.522,0.93,0.992
"{'R', 'F'}","{'D', 'X', 'AA'}",0.522,0.821,0.945
"{'R', 'F', 'AA'}","{'D', 'X'}",0.522,0.935,0.995
"{'D', 'F', 'R'}","{'X', 'AA'}",0.522,0.873,0.971
"{'D', 'R', 'F', 'AA'}",{'X'},0.522,0.983,1.003
"{'R', 'X', 'AA'}","{'D', 'F'}",0.522,0.905,0.995
"{'D', 'X', 'R'}","{'F', 'AA'}",0.522,0.842,0.963
"{'D', 'R', 'AA', 'X'}",{'F'},0.522,0.951,0.999
"{'R', 'F', 'X'}","{'D', 'AA'}",0.522,0.836,0.945
"{'R', 'F', 'AA', 'X'}",{'D'},0.522,0.95,0.991
"{'D', 'F', 'R', 'X'}",{'AA'},0.522,0.89,0.971
"{'R', 'AF'}","{'F', 'X', 'D'}",0.533,0.896,1.0
"{'D', 'R'}","{'F', 'X', 'AF'}",0.533,0.839,0.969
"{'D', 'R', 'AF'}","{'F', 'X'}",0.533,0.938,1.001
"{'R', 'F'}","{'D', 'X', 'AF'}",0.533,0.837,0.969
"{'R', 'F', 'AF'}","{'D', 'X'}",0.533,0.934,0.994
"{'D', 'F', 'R'}","{'X', 'AF'}",0.533,0.891,0.998
"{'D', 'R', 'F', 'AF'}",{'X'},0.533,0.979,0.999
"{'R', 'X'}","{'D', 'F', 'AF'}",0.533,0.809,0.952
"{'R', 'X', 'AF'}","{'D', 'F'}",0.533,0.92,1.011
"{'D', 'X', 'R'}","{'F', 'AF'}",0.533,0.859,0.975
"{'D', 'R', 'AF', 'X'}",{'F'},0.533,0.963,1.012
"{'R', 'F', 'X'}","{'D', 'AF'}",0.533,0.853,0.967
"{'R', 'F', 'AF', 'X'}",{'D'},0.533,0.954,0.995
