antecedent,consequent,support,confidence,lift
{'AD'},"{'AB', 'AF'}",0.646,0.821,1.263
"{'AB', 'AD'}",{'AF'},0.646,1.0,1.096
"{'AB', 'AF'}",{'AD'},0.646,0.994,1.263
"{'AD', 'AF'}",{'AB'},0.646,0.824,1.268
"{'N', 'AD'}",{'AF'},0.531,0.994,1.09
"{'N', 'AF'}",{'AD'},0.531,0.821,1.044
{'A'},"{'D', 'F', 'U'}",0.567,0.905,1.031
"{'D', 'A'}","{'F', 'U'}",0.567,0.934,1.027
"{'F', 'A'}","{'D', 'U'}",0.567,0.944,1.027
"{'D', 'F', 'A'}",{'U'},0.567,0.976,1.026
"{'U', 'A'}","{'D', 'F'}",0.567,0.936,1.029
"{'D', 'U', 'A'}",{'F'},0.567,0.96,1.009
"{'F', 'U', 'A'}",{'D'},0.567,0.974,1.016
{'A'},"{'D', 'X', 'F'}",0.573,0.914,1.02
"{'D', 'A'}","{'F', 'X'}",0.573,0.944,1.007
"{'F', 'A'}","{'D', 'X'}",0.573,0.954,1.016
"{'D', 'F', 'A'}",{'X'},0.573,0.986,1.006
"{'X', 'A'}","{'D', 'F'}",0.573,0.934,1.026
"{'D', 'X', 'A'}",{'F'},0.573,0.963,1.012
"{'X', 'F', 'A'}",{'D'},0.573,0.968,1.01
{'A'},"{'D', 'F', 'AA'}",0.541,0.863,1.024
"{'AA', 'A'}","{'D', 'F'}",0.541,0.936,1.028
"{'D', 'A'}","{'F', 'AA'}",0.541,0.89,1.019
"{'D', 'AA', 'A'}",{'F'},0.541,0.959,1.008
"{'F', 'A'}","{'D', 'AA'}",0.541,0.9,1.017
"{'F', 'AA', 'A'}",{'D'},0.541,0.975,1.017
"{'D', 'F', 'A'}",{'AA'},0.541,0.93,1.016
{'A'},"{'D', 'F', 'AF'}",0.552,0.881,1.036
"{'AF', 'A'}","{'D', 'F'}",0.552,0.94,1.033
"{'D', 'A'}","{'F', 'AF'}",0.552,0.909,1.032
"{'D', 'AF', 'A'}",{'F'},0.552,0.965,1.014
"{'F', 'A'}","{'D', 'AF'}",0.552,0.919,1.041
"{'F', 'AF', 'A'}",{'D'},0.552,0.973,1.015
"{'D', 'F', 'A'}",{'AF'},0.552,0.949,1.041
{'A'},"{'D', 'X', 'U'}",0.579,0.924,1.025
"{'D', 'A'}","{'X', 'U'}",0.579,0.953,1.023
"{'U', 'A'}","{'D', 'X'}",0.579,0.955,1.017
"{'D', 'U', 'A'}",{'X'},0.579,0.98,1.0
"{'X', 'A'}","{'D', 'U'}",0.579,0.943,1.026
"{'D', 'X', 'A'}",{'U'},0.579,0.973,1.023
"{'X', 'U', 'A'}",{'D'},0.579,0.975,1.018
{'A'},"{'D', 'AA', 'U'}",0.554,0.883,1.03
"{'AA', 'A'}","{'D', 'U'}",0.554,0.958,1.042
"{'D', 'A'}","{'AA', 'U'}",0.554,0.912,1.034
"{'D', 'AA', 'A'}",{'U'},0.554,0.982,1.033
"{'U', 'A'}","{'D', 'AA'}",0.554,0.914,1.033
"{'AA', 'U', 'A'}",{'D'},0.554,0.98,1.023
"{'D', 'U', 'A'}",{'AA'},0.554,0.937,1.023
"{'AD', 'A'}","{'D', 'U'}",0.5,0.976,1.062
"{'D', 'A'}","{'AD', 'U'}",0.5,0.823,1.061
"{'AD', 'D', 'A'}",{'U'},0.5,0.992,1.043
"{'U', 'A'}","{'AD', 'D'}",0.5,0.825,1.069
"{'AD', 'U', 'A'}",{'D'},0.5,0.984,1.027
"{'D', 'U', 'A'}",{'AD'},0.5,0.846,1.076
{'A'},"{'D', 'AF', 'U'}",0.562,0.897,1.043
"{'AF', 'A'}","{'D', 'U'}",0.562,0.957,1.041
"{'D', 'A'}","{'AF', 'U'}",0.562,0.925,1.045
"{'D', 'AF', 'A'}",{'U'},0.562,0.982,1.033
"{'U', 'A'}","{'D', 'AF'}",0.562,0.927,1.051
"{'AF', 'U', 'A'}",{'D'},0.562,0.976,1.019
"{'D', 'U', 'A'}",{'AF'},0.562,0.951,1.043
{'A'},"{'D', 'X', 'AA'}",0.554,0.883,1.018
"{'AA', 'A'}","{'D', 'X'}",0.554,0.958,1.02
"{'D', 'A'}","{'X', 'AA'}",0.554,0.912,1.015
"{'D', 'AA', 'A'}",{'X'},0.554,0.982,1.002
"{'X', 'A'}","{'D', 'AA'}",0.554,0.902,1.02
"{'X', 'AA', 'A'}",{'D'},0.554,0.976,1.019
"{'D', 'X', 'A'}",{'AA'},0.554,0.931,1.016
{'A'},"{'D', 'X', 'AF'}",0.56,0.894,1.035
"{'AF', 'A'}","{'D', 'X'}",0.56,0.954,1.015
"{'D', 'A'}","{'X', 'AF'}",0.56,0.922,1.033
"{'D', 'AF', 'A'}",{'X'},0.56,0.979,0.999
"{'X', 'A'}","{'D', 'AF'}",0.56,0.913,1.035
"{'X', 'AF', 'A'}",{'D'},0.56,0.974,1.017
"{'D', 'X', 'A'}",{'AF'},0.56,0.942,1.032
{'A'},"{'D', 'AF', 'AA'}",0.538,0.859,1.041
"{'AA', 'A'}","{'D', 'AF'}",0.538,0.932,1.056
"{'AF', 'A'}","{'D', 'AA'}",0.538,0.917,1.036
"{'AF', 'AA', 'A'}",{'D'},0.538,0.98,1.022
"{'D', 'A'}","{'AF', 'AA'}",0.538,0.887,1.045
"{'D', 'AA', 'A'}",{'AF'},0.538,0.955,1.047
"{'D', 'AF', 'A'}",{'AA'},0.538,0.941,1.028
{'A'},"{'AD', 'AF', 'D'}",0.503,0.803,1.043
"{'AD', 'A'}","{'D', 'AF'}",0.503,0.982,1.113
"{'AF', 'A'}","{'AD', 'D'}",0.503,0.857,1.109
"{'AD', 'AF', 'A'}",{'D'},0.503,0.985,1.028
"{'D', 'A'}","{'AD', 'AF'}",0.503,0.828,1.057
"{'AD', 'D', 'A'}",{'AF'},0.503,0.998,1.094
"{'D', 'AF', 'A'}",{'AD'},0.503,0.88,1.118
{'A'},"{'F', 'X', 'U'}",0.574,0.916,1.024
"{'F', 'A'}","{'X', 'U'}",0.574,0.956,1.026
"{'U', 'A'}","{'F', 'X'}",0.574,0.948,1.011
"{'F', 'U', 'A'}",{'X'},0.574,0.986,1.006
"{'X', 'A'}","{'F', 'U'}",0.574,0.936,1.029
"{'X', 'F', 'A'}",{'U'},0.574,0.97,1.02
"{'X', 'U', 'A'}",{'F'},0.574,0.967,1.016
{'A'},"{'F', 'AA', 'U'}",0.543,0.867,1.027
"{'AA', 'A'}","{'F', 'U'}",0.543,0.94,1.034
"{'F', 'A'}","{'AA', 'U'}",0.543,0.904,1.025
"{'F', 'AA', 'A'}",{'U'},0.543,0.979,1.029
"{'U', 'A'}","{'F', 'AA'}",0.543,0.896,1.025
"{'AA', 'U', 'A'}",{'F'},0.543,0.961,1.01
"{'F', 'U', 'A'}",{'AA'},0.543,0.932,1.018
{'A'},"{'F', 'AF', 'U'}",0.557,0.888,1.039
"{'AF', 'A'}","{'F', 'U'}",0.557,0.948,1.042
"{'F', 'A'}","{'AF', 'U'}",0.557,0.926,1.047
"{'F', 'AF', 'A'}",{'U'},0.557,0.981,1.032
"{'U', 'A'}","{'F', 'AF'}",0.557,0.918,1.043
"{'AF', 'U', 'A'}",{'F'},0.557,0.967,1.016
"{'F', 'U', 'A'}",{'AF'},0.557,0.956,1.047
{'A'},"{'F', 'X', 'AA'}",0.548,0.875,1.015
"{'AA', 'A'}","{'F', 'X'}",0.548,0.949,1.013
"{'F', 'A'}","{'X', 'AA'}",0.548,0.913,1.016
"{'F', 'AA', 'A'}",{'X'},0.548,0.988,1.009
"{'X', 'A'}","{'F', 'AA'}",0.548,0.893,1.022
"{'X', 'AA', 'A'}",{'F'},0.548,0.967,1.016
"{'X', 'F', 'A'}",{'AA'},0.548,0.926,1.012
{'A'},"{'F', 'X', 'AF'}",0.558,0.891,1.029
"{'AF', 'A'}","{'F', 'X'}",0.558,0.951,1.015
"{'F', 'A'}","{'X', 'AF'}",0.558,0.929,1.041
"{'F', 'AF', 'A'}",{'X'},0.558,0.984,1.005
"{'X', 'A'}","{'F', 'AF'}",0.558,0.91,1.033
"{'X', 'AF', 'A'}",{'F'},0.558,0.971,1.021
"{'X', 'F', 'A'}",{'AF'},0.558,0.943,1.034
{'A'},"{'F', 'AF', 'AA'}",0.531,0.848,1.035
"{'AA', 'A'}","{'F', 'AF'}",0.531,0.919,1.044
"{'AF', 'A'}","{'F', 'AA'}",0.531,0.905,1.035
"{'AF', 'AA', 'A'}",{'F'},0.531,0.967,1.016
"{'F', 'A'}","{'AF', 'AA'}",0.531,0.884,1.043
"{'F', 'AA', 'A'}",{'AF'},0.531,0.958,1.05
"{'F', 'AF', 'A'}",{'AA'},0.531,0.937,1.023
"{'AD', 'A'}","{'F', 'AF'}",0.5,0.976,1.108
"{'AF', 'A'}","{'AD', 'F'}",0.5,0.852,1.111
"{'AD', 'AF', 'A'}",{'F'},0.5,0.979,1.029
"{'F', 'A'}","{'AD', 'AF'}",0.5,0.832,1.062
"{'AD', 'F', 'A'}",{'AF'},0.5,0.998,1.094
"{'F', 'AF', 'A'}",{'AD'},0.5,0.882,1.121
{'A'},"{'X', 'AA', 'U'}",0.555,0.885,1.023
"{'AA', 'A'}","{'X', 'U'}",0.555,0.96,1.031
"{'U', 'A'}","{'X', 'AA'}",0.555,0.915,1.019
"{'AA', 'U', 'A'}",{'X'},0.555,0.982,1.002
"{'X', 'A'}","{'AA', 'U'}",0.555,0.904,1.025
"{'X', 'AA', 'A'}",{'U'},0.555,0.978,1.028
"{'X', 'U', 'A'}",{'AA'},0.555,0.935,1.02
"{'AD', 'A'}","{'X', 'U'}",0.501,0.978,1.05
"{'U', 'A'}","{'AD', 'X'}",0.501,0.827,1.071
"{'AD', 'U', 'A'}",{'X'},0.501,0.986,1.006
"{'X', 'A'}","{'AD', 'U'}",0.501,0.817,1.052
"{'AD', 'X', 'A'}",{'U'},0.501,0.993,1.044
"{'X', 'U', 'A'}",{'AD'},0.501,0.844,1.073
{'A'},"{'X', 'AF', 'U'}",0.564,0.899,1.038
"{'AF', 'A'}","{'X', 'U'}",0.564,0.96,1.03
"{'U', 'A'}","{'X', 'AF'}",0.564,0.93,1.042
"{'AF', 'U', 'A'}",{'X'},0.564,0.98,1.0
"{'X', 'A'}","{'AF', 'U'}",0.564,0.918,1.038
"{'X', 'AF', 'A'}",{'U'},0.564,0.981,1.031
"{'X', 'U', 'A'}",{'AF'},0.564,0.949,1.041
{'A'},"{'AF', 'AA', 'U'}",0.542,0.865,1.043
"{'AA', 'A'}","{'AF', 'U'}",0.542,0.938,1.059
"{'AF', 'A'}","{'AA', 'U'}",0.542,0.923,1.047
"{'AF', 'AA', 'A'}",{'U'},0.542,0.986,1.037
"{'U', 'A'}","{'AF', 'AA'}",0.542,0.894,1.054
"{'AA', 'U', 'A'}",{'AF'},0.542,0.959,1.052
"{'AF', 'U', 'A'}",{'AA'},0.542,0.942,1.028
{'A'},"{'AD', 'AF', 'U'}",0.506,0.808,1.045
"{'AD', 'A'}","{'AF', 'U'}",0.506,0.989,1.117
"{'AF', 'A'}","{'AD', 'U'}",0.506,0.863,1.111
"{'AD', 'AF', 'A'}",{'U'},0.506,0.992,1.043
"{'U', 'A'}","{'AD', 'AF'}",0.506,0.836,1.066
"{'AD', 'U', 'A'}",{'AF'},0.506,0.997,1.092
"{'AF', 'U', 'A'}",{'AD'},0.506,0.88,1.119
{'A'},"{'X', 'AF', 'AA'}",0.539,0.861,1.035
"{'AA', 'A'}","{'X', 'AF'}",0.539,0.934,1.046
"{'AF', 'A'}","{'X', 'AA'}",0.539,0.919,1.022
"{'AF', 'AA', 'A'}",{'X'},0.539,0.982,1.002
"{'X', 'A'}","{'AF', 'AA'}",0.539,0.879,1.037
"{'X', 'AA', 'A'}",{'AF'},0.539,0.951,1.043
"{'X', 'AF', 'A'}",{'AA'},0.539,0.939,1.025
{'A'},"{'AD', 'X', 'AF'}",0.503,0.803,1.044
"{'AD', 'A'}","{'X', 'AF'}",0.503,0.982,1.099
"{'AF', 'A'}","{'AD', 'X'}",0.503,0.857,1.109
"{'AD', 'AF', 'A'}",{'X'},0.503,0.985,1.005
"{'X', 'A'}","{'AD', 'AF'}",0.503,0.82,1.046
"{'AD', 'X', 'A'}",{'AF'},0.503,0.996,1.092
"{'X', 'AF', 'A'}",{'AD'},0.503,0.875,1.112
{'R'},"{'D', 'F', 'U'}",0.568,0.843,0.96
"{'D', 'R'}","{'F', 'U'}",0.568,0.893,0.983
"{'R', 'F'}","{'D', 'U'}",0.568,0.892,0.97
"{'D', 'F', 'R'}",{'U'},0.568,0.949,0.998
"{'R', 'U'}","{'D', 'F'}",0.568,0.903,0.993
"{'D', 'R', 'U'}",{'F'},0.568,0.946,0.994
"{'R', 'F', 'U'}",{'D'},0.568,0.953,0.994
{'R'},"{'D', 'F', 'X'}",0.587,0.872,0.972
"{'D', 'R'}","{'F', 'X'}",0.587,0.924,0.986
"{'R', 'F'}","{'D', 'X'}",0.587,0.922,0.982
"{'D', 'F', 'R'}",{'X'},0.587,0.981,1.001
"{'R', 'X'}","{'D', 'F'}",0.587,0.892,0.98
"{'D', 'X', 'R'}",{'F'},0.587,0.946,0.994
"{'R', 'F', 'X'}",{'D'},0.587,0.94,0.981
"{'R', 'AA'}","{'D', 'F'}",0.531,0.901,0.99
"{'D', 'R'}","{'F', 'AA'}",0.531,0.836,0.957
"{'D', 'R', 'AA'}",{'F'},0.531,0.945,0.993
"{'R', 'F'}","{'D', 'AA'}",0.531,0.834,0.943
"{'R', 'F', 'AA'}",{'D'},0.531,0.95,0.992
"{'D', 'F', 'R'}",{'AA'},0.531,0.888,0.969
{'R'},"{'D', 'F', 'AF'}",0.544,0.808,0.95
"{'R', 'AF'}","{'D', 'F'}",0.544,0.915,1.005
"{'D', 'R'}","{'F', 'AF'}",0.544,0.856,0.973
"{'D', 'R', 'AF'}",{'F'},0.544,0.958,1.006
"{'R', 'F'}","{'D', 'AF'}",0.544,0.855,0.969
"{'R', 'F', 'AF'}",{'D'},0.544,0.954,0.995
"{'D', 'F', 'R'}",{'AF'},0.544,0.909,0.997
{'D'},"{'F', 'U', 'X'}",0.865,0.902,1.008
{'F'},"{'D', 'X', 'U'}",0.865,0.908,1.008
"{'D', 'F'}","{'X', 'U'}",0.865,0.95,1.02
{'U'},"{'D', 'F', 'X'}",0.865,0.909,1.014
"{'D', 'U'}","{'F', 'X'}",0.865,0.94,1.004
"{'F', 'U'}","{'D', 'X'}",0.865,0.951,1.012
"{'D', 'F', 'U'}",{'X'},0.865,0.985,1.005
{'X'},"{'D', 'F', 'U'}",0.865,0.882,1.005
"{'D', 'X'}","{'F', 'U'}",0.865,0.92,1.012
"{'F', 'X'}","{'D', 'U'}",0.865,0.923,1.004
"{'D', 'F', 'X'}",{'U'},0.865,0.965,1.014
"{'X', 'U'}","{'D', 'F'}",0.865,0.928,1.02
"{'D', 'X', 'U'}",{'F'},0.865,0.959,1.008
"{'F', 'U', 'X'}",{'D'},0.865,0.966,1.008
{'AA'},"{'D', 'F', 'U'}",0.82,0.895,1.02
{'D'},"{'F', 'AA', 'U'}",0.82,0.856,1.014
"{'D', 'AA'}","{'F', 'U'}",0.82,0.927,1.019
{'F'},"{'D', 'AA', 'U'}",0.82,0.861,1.005
"{'F', 'AA'}","{'D', 'U'}",0.82,0.938,1.02
"{'D', 'F'}","{'AA', 'U'}",0.82,0.901,1.022
"{'D', 'F', 'AA'}",{'U'},0.82,0.973,1.023
{'U'},"{'D', 'F', 'AA'}",0.82,0.862,1.023
"{'AA', 'U'}","{'D', 'F'}",0.82,0.93,1.022
"{'D', 'U'}","{'F', 'AA'}",0.82,0.892,1.02
"{'D', 'AA', 'U'}",{'F'},0.82,0.956,1.005
"{'F', 'U'}","{'D', 'AA'}",0.82,0.902,1.019
"{'F', 'AA', 'U'}",{'D'},0.82,0.971,1.014
"{'D', 'F', 'U'}",{'AA'},0.82,0.934,1.02
{'AB'},"{'D', 'F', 'U'}",0.633,0.973,1.109
"{'AB', 'D'}","{'F', 'U'}",0.633,0.984,1.082
"{'AB', 'F'}","{'D', 'U'}",0.633,0.977,1.063
"{'AB', 'D', 'F'}",{'U'},0.633,0.988,1.039
"{'AB', 'U'}","{'D', 'F'}",0.633,0.984,1.082
"{'AB', 'D', 'U'}",{'F'},0.633,0.995,1.046
"{'AB', 'F', 'U'}",{'D'},0.633,0.989,1.032
{'AD'},"{'D', 'F', 'U'}",0.743,0.945,1.076
"{'AD', 'D'}","{'F', 'U'}",0.743,0.963,1.059
"{'AD', 'F'}","{'D', 'U'}",0.743,0.969,1.054
"{'D', 'F'}","{'AD', 'U'}",0.743,0.817,1.052
"{'AD', 'F', 'D'}",{'U'},0.743,0.988,1.039
"{'AD', 'U'}","{'D', 'F'}",0.743,0.958,1.052
"{'D', 'U'}","{'AD', 'F'}",0.743,0.808,1.054
"{'AD', 'U', 'D'}",{'F'},0.743,0.975,1.025
"{'F', 'U'}","{'AD', 'D'}",0.743,0.817,1.059
"{'AD', 'F', 'U'}",{'D'},0.743,0.981,1.024
"{'D', 'F', 'U'}",{'AD'},0.743,0.847,1.076
{'AF'},"{'D', 'F', 'U'}",0.829,0.909,1.036
{'D'},"{'F', 'AF', 'U'}",0.829,0.865,1.012
"{'D', 'AF'}","{'F', 'U'}",0.829,0.94,1.034
{'F'},"{'D', 'AF', 'U'}",0.829,0.871,1.014
"{'F', 'AF'}","{'D', 'U'}",0.829,0.942,1.024
"{'D', 'F'}","{'AF', 'U'}",0.829,0.911,1.03
"{'D', 'F', 'AF'}",{'U'},0.829,0.975,1.025
{'U'},"{'D', 'F', 'AF'}",0.829,0.872,1.025
"{'AF', 'U'}","{'D', 'F'}",0.829,0.937,1.03
"{'D', 'U'}","{'F', 'AF'}",0.829,0.902,1.024
"{'D', 'AF', 'U'}",{'F'},0.829,0.965,1.014
"{'F', 'U'}","{'D', 'AF'}",0.829,0.912,1.034
"{'F', 'AF', 'U'}",{'D'},0.829,0.97,1.012
"{'D', 'F', 'U'}",{'AF'},0.829,0.945,1.036
{'N'},"{'D', 'F', 'U'}",0.617,0.843,0.961
"{'N', 'D'}","{'F', 'U'}",0.617,0.891,0.98
"{'N', 'F'}","{'D', 'U'}",0.617,0.896,0.974
"{'N', 'D', 'F'}",{'U'},0.617,0.95,0.999
"{'N', 'U'}","{'D', 'F'}",0.617,0.903,0.993
"{'N', 'D', 'U'}",{'F'},0.617,0.944,0.992
"{'N', 'F', 'U'}",{'D'},0.617,0.954,0.996
{'AA'},"{'D', 'F', 'X'}",0.832,0.908,1.013
{'D'},"{'F', 'AA', 'X'}",0.832,0.868,1.007
"{'D', 'AA'}","{'F', 'X'}",0.832,0.94,1.003
{'F'},"{'D', 'X', 'AA'}",0.832,0.874,1.007
"{'F', 'AA'}","{'D', 'X'}",0.832,0.951,1.013
"{'D', 'F'}","{'X', 'AA'}",0.832,0.914,1.017
"{'D', 'F', 'AA'}",{'X'},0.832,0.987,1.007
{'X'},"{'D', 'F', 'AA'}",0.832,0.849,1.007
"{'X', 'AA'}","{'D', 'F'}",0.832,0.925,1.017
"{'D', 'X'}","{'F', 'AA'}",0.832,0.885,1.013
"{'D', 'X', 'AA'}",{'F'},0.832,0.958,1.007
"{'F', 'X'}","{'D', 'AA'}",0.832,0.887,1.003
"{'F', 'AA', 'X'}",{'D'},0.832,0.964,1.007
"{'D', 'F', 'X'}",{'AA'},0.832,0.928,1.013
{'AB'},"{'D', 'F', 'X'}",0.634,0.975,1.087
"{'AB', 'D'}","{'F', 'X'}",0.634,0.985,1.052
"{'AB', 'F'}","{'D', 'X'}",0.634,0.979,1.042
"{'AB', 'D', 'F'}",{'X'},0.634,0.99,1.01
"{'AB', 'X'}","{'D', 'F'}",0.634,0.985,1.083
"{'AB', 'D', 'X'}",{'F'},0.634,0.995,1.046
"{'AB', 'F', 'X'}",{'D'},0.634,0.99,1.033
{'AD'},"{'D', 'F', 'X'}",0.741,0.942,1.051
"{'AD', 'D'}","{'F', 'X'}",0.741,0.96,1.024
"{'AD', 'F'}","{'D', 'X'}",0.741,0.966,1.029
"{'D', 'F'}","{'AD', 'X'}",0.741,0.814,1.055
"{'AD', 'F', 'D'}",{'X'},0.741,0.985,1.005
"{'AD', 'X'}","{'D', 'F'}",0.741,0.96,1.055
"{'AD', 'X', 'D'}",{'F'},0.741,0.977,1.026
"{'AD', 'F', 'X'}",{'D'},0.741,0.982,1.025
"{'D', 'F', 'X'}",{'AD'},0.741,0.827,1.051
{'AF'},"{'D', 'F', 'X'}",0.837,0.917,1.023
{'D'},"{'F', 'AF', 'X'}",0.837,0.873,1.009
"{'D', 'AF'}","{'F', 'X'}",0.837,0.949,1.012
{'F'},"{'D', 'X', 'AF'}",0.837,0.879,1.018
"{'F', 'AF'}","{'D', 'X'}",0.837,0.951,1.012
"{'D', 'F'}","{'X', 'AF'}",0.837,0.92,1.03
"{'D', 'F', 'AF'}",{'X'},0.837,0.984,1.004
{'X'},"{'D', 'F', 'AF'}",0.837,0.854,1.004
"{'X', 'AF'}","{'D', 'F'}",0.837,0.937,1.03
"{'D', 'X'}","{'F', 'AF'}",0.837,0.891,1.012
"{'D', 'X', 'AF'}",{'F'},0.837,0.969,1.018
"{'F', 'X'}","{'D', 'AF'}",0.837,0.893,1.012
"{'F', 'AF', 'X'}",{'D'},0.837,0.967,1.009
"{'D', 'F', 'X'}",{'AF'},0.837,0.934,1.023
{'N'},"{'D', 'F', 'X'}",0.64,0.874,0.976
"{'N', 'D'}","{'F', 'X'}",0.64,0.924,0.986
"{'N', 'F'}","{'D', 'X'}",0.64,0.929,0.989
"{'N', 'D', 'F'}",{'X'},0.64,0.985,1.006
"{'N', 'X'}","{'D', 'F'}",0.64,0.892,0.981
"{'N', 'D', 'X'}",{'F'},0.64,0.943,0.991
"{'N', 'F', 'X'}",{'D'},0.64,0.944,0.985
{'AB'},"{'D', 'F', 'AA'}",0.61,0.938,1.113
"{'AB', 'AA'}","{'D', 'F'}",0.61,0.988,1.085
"{'AB', 'D'}","{'F', 'AA'}",0.61,0.949,1.086
"{'AB', 'D', 'AA'}",{'F'},0.61,0.995,1.046
"{'AB', 'F'}","{'D', 'AA'}",0.61,0.943,1.066
"{'AB', 'F', 'AA'}",{'D'},0.61,0.992,1.036
"{'AB', 'D', 'F'}",{'AA'},0.61,0.953,1.041
{'AD'},"{'D', 'F', 'AA'}",0.713,0.906,1.076
"{'AD', 'AA'}","{'D', 'F'}",0.713,0.962,1.057
"{'D', 'AA'}","{'AD', 'F'}",0.713,0.806,1.051
"{'AD', 'D'}","{'F', 'AA'}",0.713,0.924,1.057
"{'AD', 'AA', 'D'}",{'F'},0.713,0.976,1.025
"{'F', 'AA'}","{'AD', 'D'}",0.713,0.816,1.057
"{'AD', 'F'}","{'D', 'AA'}",0.713,0.93,1.051
"{'AD', 'F', 'AA'}",{'D'},0.713,0.985,1.028
"{'D', 'F', 'AA'}",{'AD'},0.713,0.846,1.076
"{'AD', 'F', 'D'}",{'AA'},0.713,0.948,1.036
{'AA'},"{'D', 'F', 'AF'}",0.796,0.869,1.022
{'AF'},"{'D', 'F', 'AA'}",0.796,0.873,1.036
"{'AF', 'AA'}","{'D', 'F'}",0.796,0.939,1.032
{'D'},"{'F', 'AF', 'AA'}",0.796,0.831,1.014
"{'D', 'AA'}","{'F', 'AF'}",0.796,0.9,1.022
"{'D', 'AF'}","{'F', 'AA'}",0.796,0.903,1.033
"{'AF', 'D', 'AA'}",{'F'},0.796,0.965,1.014
{'F'},"{'D', 'AF', 'AA'}",0.796,0.837,1.014
"{'F', 'AA'}","{'D', 'AF'}",0.796,0.911,1.033
"{'F', 'AF'}","{'D', 'AA'}",0.796,0.904,1.022
"{'AF', 'F', 'AA'}",{'D'},0.796,0.972,1.014
"{'D', 'F'}","{'AF', 'AA'}",0.796,0.875,1.032
"{'D', 'F', 'AA'}",{'AF'},0.796,0.945,1.036
"{'D', 'F', 'AF'}",{'AA'},0.796,0.936,1.022
{'N'},"{'D', 'F', 'AA'}",0.586,0.8,0.95
"{'N', 'AA'}","{'D', 'F'}",0.586,0.899,0.988
"{'N', 'D'}","{'F', 'AA'}",0.586,0.846,0.968
"{'N', 'D', 'AA'}",{'F'},0.586,0.941,0.989
"{'N', 'F'}","{'D', 'AA'}",0.586,0.85,0.961
"{'N', 'F', 'AA'}",{'D'},0.586,0.952,0.994
"{'N', 'D', 'F'}",{'AA'},0.586,0.902,0.985
{'AB'},"{'AD', 'F', 'D'}",0.636,0.978,1.301
{'AD'},"{'AB', 'D', 'F'}",0.636,0.808,1.263
"{'AB', 'AD'}","{'D', 'F'}",0.636,0.985,1.082
"{'AB', 'D'}","{'AD', 'F'}",0.636,0.989,1.29
"{'AD', 'D'}","{'AB', 'F'}",0.636,0.824,1.273
"{'AB', 'AD', 'D'}",{'F'},0.636,0.995,1.046
"{'AB', 'F'}","{'AD', 'D'}",0.636,0.983,1.273
"{'AD', 'F'}","{'AB', 'D'}",0.636,0.829,1.29
"{'AB', 'AD', 'F'}",{'D'},0.636,0.989,1.032
"{'AB', 'D', 'F'}",{'AD'},0.636,0.994,1.263
"{'AD', 'F', 'D'}",{'AB'},0.636,0.846,1.301
{'AB'},"{'D', 'F', 'AF'}",0.64,0.985,1.158
"{'AB', 'AF'}","{'D', 'F'}",0.64,0.985,1.082
"{'AB', 'D'}","{'F', 'AF'}",0.64,0.995,1.131
"{'AB', 'D', 'AF'}",{'F'},0.64,0.995,1.046
"{'AB', 'F'}","{'D', 'AF'}",0.64,0.989,1.121
"{'AB', 'F', 'AF'}",{'D'},0.64,0.989,1.032
"{'AB', 'D', 'F'}",{'AF'},0.64,1.0,1.096
{'AD'},"{'D', 'F', 'AF'}",0.75,0.954,1.121
{'AF'},"{'AD', 'F', 'D'}",0.75,0.822,1.094
"{'AD', 'AF'}","{'D', 'F'}",0.75,0.957,1.052
"{'AD', 'D'}","{'F', 'AF'}",0.75,0.972,1.104
"{'D', 'AF'}","{'AD', 'F'}",0.75,0.85,1.109
"{'AD', 'AF', 'D'}",{'F'},0.75,0.975,1.024
"{'AD', 'F'}","{'D', 'AF'}",0.75,0.978,1.109
"{'F', 'AF'}","{'AD', 'D'}",0.75,0.852,1.104
"{'AD', 'F', 'AF'}",{'D'},0.75,0.982,1.024
"{'D', 'F'}","{'AD', 'AF'}",0.75,0.825,1.052
"{'AD', 'F', 'D'}",{'AF'},0.75,0.998,1.094
"{'D', 'F', 'AF'}",{'AD'},0.75,0.882,1.121
"{'N', 'AD'}","{'D', 'F'}",0.504,0.944,1.037
"{'N', 'AD', 'D'}",{'F'},0.504,0.971,1.02
"{'N', 'AD', 'F'}",{'D'},0.504,0.972,1.014
{'N'},"{'D', 'F', 'AF'}",0.592,0.809,0.952
"{'N', 'AF'}","{'D', 'F'}",0.592,0.916,1.007
"{'N', 'D'}","{'F', 'AF'}",0.592,0.855,0.972
"{'N', 'D', 'AF'}",{'F'},0.592,0.957,1.006
"{'N', 'F'}","{'D', 'AF'}",0.592,0.86,0.975
"{'N', 'F', 'AF'}",{'D'},0.592,0.955,0.997
"{'N', 'D', 'F'}",{'AF'},0.592,0.912,1.0
{'R'},"{'D', 'X', 'U'}",0.586,0.87,0.965
"{'D', 'R'}","{'X', 'U'}",0.586,0.922,0.99
"{'R', 'U'}","{'D', 'X'}",0.586,0.933,0.993
"{'D', 'R', 'U'}",{'X'},0.586,0.976,0.996
"{'R', 'X'}","{'D', 'U'}",0.586,0.89,0.968
"{'D', 'X', 'R'}",{'U'},0.586,0.944,0.993
"{'R', 'X', 'U'}",{'D'},0.586,0.955,0.997
"{'R', 'AA'}","{'D', 'U'}",0.538,0.913,0.993
"{'D', 'R'}","{'AA', 'U'}",0.538,0.847,0.961
